,hru,CN2,ALPHA_BF,GW_DELAY,GWQMN,RCHRG_DP,GW_REVAP,LAT_TTIME,OV_N,SLSUBBSN,HRU_SLP,ESCO,SURLAG,EPCO,SOL_AWC,SOL_K,SOL_BD,CH_N2,CH_K2,ALPHA_BNK
1156,001170000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1157,001170001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.366,,,,0.22,950.0,2.07,,,
1158,001170002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
1159,001170003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
1160,001170004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.017,,,,0.22,950.0,2.07,,,
1161,001170005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
1162,001170006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1163,001170007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1164,001170008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1165,001170009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
1166,001170010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
1167,001170011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
1168,001170012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
1169,001170013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1170,001170014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.239,,,,0.22,950.0,2.07,,,
1171,001170015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.237,,,,0.22,950.0,2.07,,,
1172,001170016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1173,001170017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1174,001170018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1175,001170019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1176,001170020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1177,001170021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
1178,001180000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1179,001180001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
1180,001180002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
1181,001190000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1182,001190001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.012,,,,0.22,950.0,2.07,,,
1183,001190002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.246,,,,0.22,950.0,2.07,,,
1184,001190003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1185,001190004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1186,001190005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.25,,,,0.22,950.0,2.07,,,
1187,001190006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.393,,,,0.22,950.0,2.07,,,
1188,001190007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.585,,,,0.22,950.0,2.07,,,
1189,001200000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1190,001200001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.395,,,,0.22,950.0,2.07,,,
1191,001200002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.59,,,,0.22,950.0,2.07,,,
1192,001200003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.251,,,,0.22,950.0,2.07,,,
1193,001210000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1194,001210001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.25,,,,0.22,950.0,2.07,,,
1195,001210002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.395,,,,0.22,950.0,2.07,,,
1196,001210003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.6,,,,0.22,950.0,2.07,,,
1197,001220000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1198,001220001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1199,001220002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1200,001220003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1201,001220004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1202,001220005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
1203,001220006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
1204,001220007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1205,001220008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.383,,,,0.22,950.0,2.07,,,
1206,001220009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.253,,,,0.22,950.0,2.07,,,
1207,001220010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.388,,,,0.22,950.0,2.07,,,
1208,001220011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.576,,,,0.22,950.0,2.07,,,
1209,001230000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1210,001230001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1211,001230002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
1212,001230003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.116,,,,0.22,950.0,2.07,,,
1213,001230004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.031,,,,0.22,950.0,2.07,,,
1214,001230005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1215,001230006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.116,,,,0.22,950.0,2.07,,,
1216,001230007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
1217,001230008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1218,001230009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
1219,001240000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1220,001240001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.067,,,,0.22,950.0,2.07,,,
1221,001240002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
1222,001240003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
1223,001240004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.066,,,,0.22,950.0,2.07,,,
1224,001240005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1225,001240006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1226,001240007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
1227,001240008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.243,,,,0.22,950.0,2.07,,,
1228,001240009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1229,001240010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.372,,,,0.22,950.0,2.07,,,
1230,001240011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
1231,001240012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
1232,001240013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1233,001240014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
1234,001240015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
1235,001250000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1236,001250001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
1237,001250002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.016,,,,0.22,950.0,2.07,,,
1238,001250003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1239,001250004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
1240,001250005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1241,001250006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1242,001250007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
1243,001250008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.374,,,,0.22,950.0,2.07,,,
1244,001250009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1245,001250010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.067,,,,0.22,950.0,2.07,,,
1246,001250011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
1247,001250012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.393,,,,0.22,950.0,2.07,,,
1248,001250013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.603,,,,0.22,950.0,2.07,,,
1249,001260000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1250,001260001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.249,,,,0.22,950.0,2.07,,,
1251,001260002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
1252,001260003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.373,,,,0.22,950.0,2.07,,,
1253,001260004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1254,001260005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
1255,001260006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1256,001260007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
1257,001260008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.374,,,,0.22,950.0,2.07,,,
1258,001260009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1259,001260010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1260,001260011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
1261,001260012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1262,001260013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.241,,,,0.22,950.0,2.07,,,
1263,001260014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
1264,001260015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
1265,001260016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1266,001260017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
1267,001260018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
1268,001260019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.396,,,,0.22,950.0,2.07,,,
1269,001260020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.607,,,,0.22,950.0,2.07,,,
1270,001260021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.174,,,,0.22,950.0,2.07,,,
1271,001260022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.125,,,,0.22,950.0,2.07,,,
1272,001260023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
1273,001260024,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.395,,,,0.22,950.0,2.07,,,
1274,001260025,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.613,,,,0.22,950.0,2.07,,,
1275,001270000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1276,001270001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1277,001270002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1278,001270003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1279,001270004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1280,001270005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.12,,,,0.22,950.0,2.07,,,
1281,001270006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1282,001270007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1283,001270008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1284,001270009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
1285,001270010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
1286,001270011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
1287,001270012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.363,,,,0.22,950.0,2.07,,,
1288,001270013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.356,,,,0.22,950.0,2.07,,,
1289,001270014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
1290,001270015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1291,001270016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
1292,001270017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1293,001270018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1294,001270019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1295,001270020,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.241,,,,0.22,950.0,2.07,,,
1296,001270021,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
1297,001270022,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.022,,,,0.22,950.0,2.07,,,
1298,001270023,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1299,001280000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1300,001280001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1301,001280002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.242,,,,0.22,950.0,2.07,,,
1302,001280003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.173,,,,0.22,950.0,2.07,,,
1303,001280004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1304,001280005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1305,001280006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1306,001280007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1307,001280008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1308,001280009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
1309,001280010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
1310,001280011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
1311,001280012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.118,,,,0.22,950.0,2.07,,,
1312,001280013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1313,001280014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.025,,,,0.22,950.0,2.07,,,
1314,001280015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1315,001280016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.018,,,,0.22,950.0,2.07,,,
1316,001280017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.119,,,,0.22,950.0,2.07,,,
1317,001280018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.251,,,,0.22,950.0,2.07,,,
1318,001280019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.379,,,,0.22,950.0,2.07,,,
1319,001290000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1320,001290001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.247,,,,0.22,950.0,2.07,,,
1321,001290002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
1322,001290003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.175,,,,0.22,950.0,2.07,,,
1323,001290004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.38,,,,0.22,950.0,2.07,,,
1324,001290005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
1325,001290006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
1326,001290007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.39,,,,0.22,950.0,2.07,,,
1327,001290008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1328,001290009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
1329,001290010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1330,001300000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1331,001300001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.12,,,,0.22,950.0,2.07,,,
1332,001300002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.075,,,,0.22,950.0,2.07,,,
1333,001300003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.026,,,,0.22,950.0,2.07,,,
1334,001310000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1335,001310001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1336,001310002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.124,,,,0.22,950.0,2.07,,,
1337,001310003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1338,001310004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.248,,,,0.22,950.0,2.07,,,
1339,001310005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.387,,,,0.22,950.0,2.07,,,
1340,001310006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.249,,,,0.22,950.0,2.07,,,
1341,001310007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.388,,,,0.22,950.0,2.07,,,
1342,001310008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.073,,,,0.22,950.0,2.07,,,
1343,001310009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1344,001310010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.029,,,,0.22,950.0,2.07,,,
1345,001310011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.071,,,,0.22,950.0,2.07,,,
1346,001310012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.027,,,,0.22,950.0,2.07,,,
1347,001310013,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.024,,,,0.22,950.0,2.07,,,
1348,001310014,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.067,,,,0.22,950.0,2.07,,,
1349,001310015,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.253,,,,0.22,950.0,2.07,,,
1350,001310016,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1351,001310017,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.391,,,,0.22,950.0,2.07,,,
1352,001310018,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.02,,,,0.22,950.0,2.07,,,
1353,001310019,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.02,,,,0.22,950.0,2.07,,,
1354,001320000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1355,001320001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.121,,,,0.22,950.0,2.07,,,
1356,001320002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.072,,,,0.22,950.0,2.07,,,
1357,001320003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
1358,001320004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
1359,001320005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.372,,,,0.22,950.0,2.07,,,
1360,001320006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.023,,,,0.22,950.0,2.07,,,
1361,001320007,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.07,,,,0.22,950.0,2.07,,,
1362,001320008,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.123,,,,0.22,950.0,2.07,,,
1363,001320009,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.245,,,,0.22,950.0,2.07,,,
1364,001320010,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.39,,,,0.22,950.0,2.07,,,
1365,001320011,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.068,,,,0.22,950.0,2.07,,,
1366,001320012,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,91.463,0.021,,,,0.22,950.0,2.07,,,
1367,001330000,,,,,,,,,,,,,,,,,0.17,78.75,0.35
1368,001330001,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,18.293,0.172,,,,0.22,950.0,2.07,,,
1369,001330002,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,24.39,0.122,,,,0.22,950.0,2.07,,,
1370,001330003,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,15.244,0.244,,,,0.22,950.0,2.07,,,
1371,001330004,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,60.976,0.074,,,,0.22,950.0,2.07,,,
1372,001330005,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,121.951,0.019,,,,0.22,950.0,2.07,,,
1373,001330006,78.0,0.19,51.3,337.5,0.0075,0.09,0.0,0.42,9.146,0.364,,,,0.22,950.0,2.07,,,
